time,time,input,counts,output,speed2,diff_output
1970-01-01 00:00:00.000,0,32767,55,-0.0,0.0,0.466
1970-01-01 00:00:00.005,5,32767,54,2.33,-2.33,0.4640000000000001
1970-01-01 00:00:00.010,10,32767,52,4.65,-4.65,0.466
1970-01-01 00:00:00.015,15,32767,49,6.98,-6.98,0.466
1970-01-01 00:00:00.020,20,32767,45,9.31,-6.98,0.466
1970-01-01 00:00:00.025,25,32767,40,11.64,-11.64,0.0
1970-01-01 00:00:00.030,30,32767,35,11.64,-13.96,0.9299999999999997
1970-01-01 00:00:00.035,35,32767,28,16.29,-13.96,-0.46599999999999964
1970-01-01 00:00:00.040,40,32767,22,13.96,-13.96,0.932
1970-01-01 00:00:00.045,45,32767,14,18.62,-16.29,0.0
1970-01-01 00:00:00.050,50,32767,6,18.62,-20.94,0.9299999999999997
1970-01-01 00:00:00.055,55,32767,-4,23.27,-20.94,-0.46599999999999964
1970-01-01 00:00:00.060,60,32767,-13,20.94,-20.94,0.46599999999999964
1970-01-01 00:00:00.065,65,32767,-23,23.27,-20.94,0.0
1970-01-01 00:00:00.070,70,32767,-33,23.27,-23.27,0.46600000000000036
1970-01-01 00:00:00.075,75,32767,-44,25.6,-23.27,0.0
1970-01-01 00:00:00.080,80,32767,-55,25.6,-27.93,0.0
1970-01-01 00:00:00.085,85,32767,-66,25.6,-25.6,0.46599999999999964
1970-01-01 00:00:00.090,90,32767,-78,27.93,-25.6,0.0
1970-01-01 00:00:00.095,95,32767,-90,27.93,-25.6,0.0
1970-01-01 00:00:00.100,100,32767,-102,27.93,-27.93,0.4640000000000001
1970-01-01 00:00:00.105,105,32767,-115,30.25,-30.25,0.0
1970-01-01 00:00:00.110,110,32767,-128,30.25,-27.93,-0.4640000000000001
1970-01-01 00:00:00.115,115,32767,-140,27.93,-30.25,0.9299999999999997
1970-01-01 00:00:00.120,120,32767,-154,32.58,-30.25,-0.9299999999999997
1970-01-01 00:00:00.125,125,32767,-166,27.93,-30.25,0.9299999999999997
1970-01-01 00:00:00.130,130,32767,-180,32.58,-27.93,0.0
1970-01-01 00:00:00.135,135,32767,-193,32.58,-32.58,-0.46599999999999964
1970-01-01 00:00:00.140,140,32767,-207,30.25,-32.58,0.0
1970-01-01 00:00:00.145,145,32767,-220,30.25,-30.25,0.46599999999999964
1970-01-01 00:00:00.150,150,32767,-234,32.58,-30.25,0.0
1970-01-01 00:00:00.155,155,32767,-248,32.58,-30.25,0.0
1970-01-01 00:00:00.160,160,32767,-262,32.58,-30.25,0.0
1970-01-01 00:00:00.165,165,32767,-276,32.58,-30.25,0.0
1970-01-01 00:00:00.170,170,32767,-290,32.58,-32.58,0.0
1970-01-01 00:00:00.175,175,32767,-304,32.58,-32.58,0.0
1970-01-01 00:00:00.180,180,32767,-318,32.58,-30.25,0.46599999999999964
1970-01-01 00:00:00.185,185,32767,-333,34.91,-32.58,-0.46599999999999964
1970-01-01 00:00:00.190,190,32767,-347,32.58,-32.58,0.46599999999999964
1970-01-01 00:00:00.195,195,32767,-362,34.91,-32.58,-0.46599999999999964
1970-01-01 00:00:00.200,200,32767,-376,32.58,-32.58,0.0
1970-01-01 00:00:00.205,205,32767,-390,32.58,-32.58,0.46599999999999964
1970-01-01 00:00:00.210,210,32767,-405,34.91,-32.58,0.0
1970-01-01 00:00:00.215,215,32767,-420,34.91,-32.58,-0.46599999999999964
1970-01-01 00:00:00.220,220,32767,-434,32.58,-32.58,0.0
