time,time,input,output,speed1,speed2,diff_output
1970-01-01 00:00:00.000,0,32767,0,0.0,0.0,0.2
1970-01-01 00:00:00.005,5,32767,1,0.29,1.88,1.4
1970-01-01 00:00:00.010,10,32767,8,2.04,5.65,1.8
1970-01-01 00:00:00.015,15,32767,17,2.62,8.48,2.4
1970-01-01 00:00:00.020,20,32767,29,3.49,10.37,2.4
1970-01-01 00:00:00.025,25,32767,41,3.49,12.25,3.4
1970-01-01 00:00:00.030,30,32767,58,4.95,14.14,3.0
1970-01-01 00:00:00.035,35,32767,73,4.36,14.14,3.4
1970-01-01 00:00:00.040,40,32767,90,4.95,15.08,3.4
1970-01-01 00:00:00.045,45,32767,107,4.95,16.02,3.4
1970-01-01 00:00:00.050,50,32767,124,4.95,16.02,3.4
1970-01-01 00:00:00.055,55,32767,141,4.95,15.08,3.6
1970-01-01 00:00:00.060,60,32767,159,5.24,16.96,3.6
1970-01-01 00:00:00.065,65,32767,177,5.24,16.02,3.6
1970-01-01 00:00:00.070,70,32767,195,5.24,16.96,3.6
1970-01-01 00:00:00.075,75,32767,213,5.24,16.02,3.6
1970-01-01 00:00:00.080,80,32767,231,5.24,16.96,3.6
1970-01-01 00:00:00.085,85,32767,249,5.24,16.02,3.6
1970-01-01 00:00:00.090,90,32767,267,5.24,16.02,3.4
1970-01-01 00:00:00.095,95,32767,284,4.95,16.02,3.6
1970-01-01 00:00:00.100,100,32767,302,5.24,16.96,3.6
1970-01-01 00:00:00.105,105,32767,320,5.24,16.02,3.4
1970-01-01 00:00:00.110,110,32767,337,4.95,16.02,3.8
1970-01-01 00:00:00.115,115,32767,356,5.53,17.91,3.4
1970-01-01 00:00:00.120,120,32767,373,4.95,16.02,3.4
1970-01-01 00:00:00.125,125,32767,390,4.95,16.02,3.4
1970-01-01 00:00:00.130,130,32767,407,4.95,16.02,3.6
1970-01-01 00:00:00.135,135,32767,425,5.24,16.02,3.4
1970-01-01 00:00:00.140,140,32767,442,4.95,15.08,3.2
1970-01-01 00:00:00.145,145,32767,458,4.65,16.02,3.4
1970-01-01 00:00:00.150,150,32767,475,4.95,15.08,3.2
1970-01-01 00:00:00.155,155,32767,491,4.65,14.14,3.2
