time,time,input,counts,output,speed2,diff_output
1970-01-01 00:00:00.000,0,32767,0,0.0,0.0,0.466
1970-01-01 00:00:00.005,5,32767,1,2.33,2.33,0.93
1970-01-01 00:00:00.010,10,32767,4,6.98,6.98,0.932
1970-01-01 00:00:00.015,15,32767,9,11.64,11.64,0.0
1970-01-01 00:00:00.020,20,32767,14,11.64,13.96,0.0
1970-01-01 00:00:00.025,25,32767,19,11.64,9.31,0.4640000000000001
1970-01-01 00:00:00.030,30,32767,25,13.96,13.96,0.0
1970-01-01 00:00:00.035,35,32767,31,13.96,13.96,0.932
1970-01-01 00:00:00.040,40,32767,39,18.62,18.62,0.0
1970-01-01 00:00:00.045,45,32767,47,18.62,18.62,0.0
1970-01-01 00:00:00.050,50,32767,55,18.62,18.62,0.9299999999999997
1970-01-01 00:00:00.055,55,32767,64,23.27,23.27,-0.46599999999999964
1970-01-01 00:00:00.060,60,32767,74,20.94,23.27,0.46599999999999964
1970-01-01 00:00:00.065,65,32767,84,23.27,23.27,0.46600000000000036
1970-01-01 00:00:00.070,70,32767,95,25.6,23.27,-0.46600000000000036
1970-01-01 00:00:00.075,75,32767,105,23.27,23.27,0.932
1970-01-01 00:00:00.080,80,32767,117,27.93,25.6,-0.46599999999999964
1970-01-01 00:00:00.085,85,32767,128,25.6,27.93,0.0
1970-01-01 00:00:00.090,90,32767,139,25.6,25.6,0.46599999999999964
1970-01-01 00:00:00.095,95,32767,151,27.93,25.6,0.4640000000000001
1970-01-01 00:00:00.100,100,32767,164,30.25,27.93,0.0
1970-01-01 00:00:00.105,105,32767,177,30.25,27.93,-0.4640000000000001
1970-01-01 00:00:00.110,110,32767,189,27.93,27.93,0.4640000000000001
1970-01-01 00:00:00.115,115,32767,201,30.25,30.25,0.0
1970-01-01 00:00:00.120,120,32767,215,30.25,27.93,0.0
1970-01-01 00:00:00.125,125,32767,228,30.25,32.58,0.0
1970-01-01 00:00:00.130,130,32767,241,30.25,27.93,0.46599999999999964
1970-01-01 00:00:00.135,135,32767,255,32.58,30.25,-0.46599999999999964
1970-01-01 00:00:00.140,140,32767,268,30.25,32.58,0.0
1970-01-01 00:00:00.145,145,32767,281,30.25,32.58,0.46599999999999964
1970-01-01 00:00:00.150,150,32767,295,32.58,30.25,0.0
1970-01-01 00:00:00.155,155,32767,309,32.58,30.25,0.0
1970-01-01 00:00:00.160,160,32767,323,32.58,30.25,0.0
1970-01-01 00:00:00.165,165,32767,337,32.58,30.25,0.0
1970-01-01 00:00:00.170,170,32767,351,32.58,30.25,0.0
1970-01-01 00:00:00.175,175,32767,365,32.58,30.25,0.0
1970-01-01 00:00:00.180,180,32767,379,32.58,30.25,0.0
1970-01-01 00:00:00.185,185,32767,393,32.58,32.58,0.0
1970-01-01 00:00:00.190,190,32767,407,32.58,30.25,0.46599999999999964
1970-01-01 00:00:00.195,195,32767,422,34.91,32.58,0.0
1970-01-01 00:00:00.200,200,32767,437,34.91,32.58,-0.46599999999999964
1970-01-01 00:00:00.205,205,32767,451,32.58,32.58,0.0
1970-01-01 00:00:00.210,210,32767,465,32.58,32.58,0.0
1970-01-01 00:00:00.215,215,32767,479,32.58,32.58,0.46599999999999964
1970-01-01 00:00:00.220,220,32767,494,34.91,32.58,0.0
1970-01-01 00:00:00.225,225,32767,509,34.91,32.58,-0.46599999999999964
1970-01-01 00:00:00.230,230,32767,523,32.58,32.58,0.46599999999999964
1970-01-01 00:00:00.235,235,32767,537,34.91,34.91,0.0
1970-01-01 00:00:00.240,240,32767,553,34.91,32.58,-0.46599999999999964
1970-01-01 00:00:00.245,245,32767,567,32.58,32.58,0.0
1970-01-01 00:00:00.250,250,32767,581,32.58,32.58,0.9299999999999997
1970-01-01 00:00:00.255,255,32767,596,37.23,32.58,-0.9299999999999997
1970-01-01 00:00:00.260,260,32767,611,32.58,32.58,0.0
