6487,0,-1,0.00,0.00
6492,0,-1,0.00,0.00
6497,0,-1,0.00,0.00
6502,0,-1,0.00,0.00
6507,0,-1,0.00,0.00
6512,0,-1,0.00,0.00
6517,0,-1,0.00,0.00
6522,0,-1,0.00,0.00
6527,0,-1,0.00,0.00
6532,0,-1,0.00,0.00
6537,0,-1,0.00,0.00
6542,0,-1,0.00,0.00
6547,0,-1,0.00,0.00
6552,0,-1,0.00,0.00
6557,0,-1,0.00,0.00
6562,0,-1,0.00,0.00
6567,0,-1,0.00,0.00
6572,0,-1,0.00,0.00
6577,0,-1,0.00,0.00
6582,0,-1,0.00,0.00
6587,0,-1,0.00,0.00
6592,0,-1,0.00,0.00
6597,0,-1,0.00,0.00
6602,0,-1,0.00,0.00
6607,0,-1,0.00,0.00
6612,0,-1,0.00,0.00
6617,0,-1,0.00,0.00
6622,0,-1,0.00,0.00
6627,0,-1,0.00,0.00
6632,0,-1,0.00,0.00
6637,0,-1,0.00,0.00
6642,0,-1,0.00,0.00
6647,0,-1,0.00,0.00
6652,0,-1,0.00,0.00
6657,0,-1,0.00,0.00
6662,0,-1,0.00,0.00
6667,0,-1,0.00,0.00
6672,0,-1,0.00,0.00
6677,0,-1,0.00,0.00
6682,0,-1,0.00,0.00
6687,0,-1,0.00,0.00
6692,0,-1,0.00,0.00
6697,0,-1,0.00,0.00
6702,0,-1,0.00,0.00
6707,0,-1,0.00,0.00
6712,0,-1,0.00,0.00
6717,0,-1,0.00,0.00
6722,0,-1,0.00,0.00
6727,0,-1,0.00,0.00
6732,0,-1,0.00,0.00
6737,0,-1,0.00,0.00
6742,0,-1,0.00,0.00
6747,0,-1,0.00,0.00
6752,0,-1,0.00,0.00
6757,0,-1,0.00,0.00
6762,0,-1,0.00,0.00
6767,0,-1,0.00,0.00
6772,0,-1,0.00,0.00
6777,0,-1,0.00,0.00
6782,0,-1,0.00,0.00
6787,0,-1,0.00,0.00
6792,0,-1,0.00,0.00
6797,0,-1,0.00,0.00
6802,0,-1,0.00,0.00
6807,0,-1,0.00,0.00
6812,0,-1,0.00,0.00
6817,0,-1,0.00,0.00
6822,0,-1,0.00,0.00
6827,0,-1,0.00,0.00
6832,0,-1,0.00,0.00
6837,0,-1,0.00,0.00
6842,0,-1,0.00,0.00
6847,0,-1,0.00,0.00
6852,0,-1,0.00,0.00
6857,0,-1,0.00,0.00
6862,0,-1,0.00,0.00
6867,0,-1,0.00,0.00
6872,0,-1,0.00,0.00
6877,0,-1,0.00,0.00
6882,0,-1,0.00,0.00
6887,0,-1,0.00,0.00
6892,0,-1,0.00,0.00
6897,0,-1,0.00,0.00
6902,0,-1,0.00,0.00
6907,0,-1,0.00,0.00
6912,0,-1,0.00,0.00
6917,0,-1,0.00,0.00
6922,0,-1,0.00,0.00
6927,0,-1,0.00,0.00
6932,0,-1,0.00,0.00
6937,0,-1,0.00,0.00
6942,0,-1,0.00,0.00
6947,0,-1,0.00,0.00
6952,0,-1,0.00,0.00
6957,0,-1,0.00,0.00
6962,0,-1,0.00,0.00
6967,0,-1,0.00,0.00
6972,0,-1,0.00,0.00
6977,0,-1,0.00,0.00
6982,0,-1,0.00,0.00
6987,0,-1,0.00,0.00
6992,0,-1,0.00,0.00
6997,0,-1,0.00,0.00
7002,0,-1,0.00,0.00
7007,0,-1,0.00,0.00
7012,0,-1,0.00,0.00
7017,0,-1,0.00,0.00
7022,0,-1,0.00,0.00
7027,0,-1,0.00,0.00
7032,0,-1,0.00,0.00
7037,0,-1,0.00,0.00
7042,0,-1,0.00,0.00
7047,0,-1,0.00,0.00
7052,0,-1,0.00,0.00
7057,0,-1,0.00,0.00
7062,0,-1,0.00,0.00
7067,0,-1,0.00,0.00
7072,0,-1,0.00,0.00
7077,0,-1,0.00,0.00
7082,0,-1,0.00,0.00
7087,0,-1,0.00,0.00
7092,0,-1,0.00,0.00
7097,0,-1,0.00,0.00
7102,0,-1,0.00,0.00
7107,0,-1,0.00,0.00
7112,0,-1,0.00,0.00
7117,0,-1,0.00,0.00
7122,0,-1,0.00,0.00
7127,0,-1,0.00,0.00
7132,0,-1,0.00,0.00
7137,0,-1,0.00,0.00
7142,0,-1,0.00,0.00
7147,0,-1,0.00,0.00
7152,0,-1,0.00,0.00
7157,0,-1,0.00,0.00
7162,0,-1,0.00,0.00
7167,0,-1,0.00,0.00
7172,0,-1,0.00,0.00
7177,0,-1,0.00,0.00
7182,0,-1,0.00,0.00
7187,0,-1,0.00,0.00
7192,0,-1,0.00,0.00
7197,0,-1,0.00,0.00
7202,0,-1,0.00,0.00
7207,0,-1,0.00,0.00
7212,0,-1,0.00,0.00
7217,0,-1,0.00,0.00
7222,0,-1,0.00,0.00
7227,0,-1,0.00,0.00
7232,0,-1,0.00,0.00
7237,0,-1,0.00,0.00
7242,0,-1,0.00,0.00
7247,0,-1,0.00,0.00
7252,0,-1,0.00,0.00
7257,0,-1,0.00,0.00
7262,0,-1,0.00,0.00
7267,0,-1,0.00,0.00
7272,0,-1,0.00,0.00
7277,0,-1,0.00,0.00
7282,0,-1,0.00,0.00
