6282,0,-24,0.00,0.00
6287,0,-24,0.00,0.00
6292,0,-24,0.00,0.00
6297,0,-24,0.00,0.00
6302,0,-24,0.00,0.00
6307,0,-24,0.00,0.00
6312,0,-24,0.00,0.00
6317,0,-24,0.00,0.00
6322,0,-24,0.00,0.00
6327,0,-24,0.00,0.00
6332,0,-24,0.00,0.00
6337,0,-24,0.00,0.00
6342,0,-24,0.00,0.00
6347,0,-24,0.00,0.00
6352,0,-24,0.00,0.00
6357,0,-24,0.00,0.00
6362,0,-24,0.00,0.00
6367,0,-24,0.00,0.00
6372,0,-24,0.00,0.00
6377,0,-24,0.00,0.00
6382,0,-24,0.00,0.00
6387,0,-24,0.00,0.00
6392,0,-24,0.00,0.00
6397,0,-24,0.00,0.00
6402,0,-24,0.00,0.00
6407,0,-24,0.00,0.00
6412,0,-24,0.00,0.00
6417,0,-24,0.00,0.00
6422,0,-24,0.00,0.00
6427,0,-24,0.00,0.00
6432,0,-24,0.00,0.00
6437,0,-24,0.00,0.00
6442,0,-24,0.00,0.00
6447,0,-24,0.00,0.00
6452,0,-24,0.00,0.00
6457,0,-24,0.00,0.00
6462,0,-24,0.00,0.00
6467,0,-24,0.00,0.00
6472,0,-24,0.00,0.00
6477,0,-24,0.00,0.00
6482,0,-24,0.00,0.00
6487,0,-24,0.00,0.00
6492,0,-24,0.00,0.00
6497,0,-24,0.00,0.00
6502,0,-24,0.00,0.00
6507,0,-24,0.00,0.00
6512,0,-24,0.00,0.00
6517,0,-24,0.00,0.00
6522,0,-24,0.00,0.00
6527,0,-24,0.00,0.00
6532,0,-24,0.00,0.00
6537,0,-24,0.00,0.00
6542,0,-24,0.00,0.00
6547,0,-24,0.00,0.00
6552,0,-24,0.00,0.00
6557,0,-24,0.00,0.00
6562,0,-24,0.00,0.00
6567,0,-24,0.00,0.00
6572,0,-24,0.00,0.00
6577,0,-24,0.00,0.00
6582,0,-24,0.00,0.00
6587,0,-24,0.00,0.00
6592,0,-24,0.00,0.00
6597,0,-24,0.00,0.00
6602,0,-24,0.00,0.00
6607,0,-24,0.00,0.00
6612,0,-24,0.00,0.00
6617,0,-24,0.00,0.00
6622,0,-24,0.00,0.00
6627,0,-24,0.00,0.00
6632,0,-24,0.00,0.00
6637,0,-24,0.00,0.00
6642,0,-24,0.00,0.00
6647,0,-24,0.00,0.00
6652,0,-24,0.00,0.00
6657,0,-24,0.00,0.00
6662,0,-24,0.00,0.00
6667,0,-24,0.00,0.00
6672,0,-24,0.00,0.00
6677,0,-24,0.00,0.00
6682,0,-24,0.00,0.00
6687,0,-24,0.00,0.00
6692,0,-24,0.00,0.00
6697,0,-24,0.00,0.00
6702,0,-24,0.00,0.00
6707,0,-24,0.00,0.00
6712,0,-24,0.00,0.00
6717,0,-24,0.00,0.00
6722,0,-24,0.00,0.00
6727,0,-24,0.00,0.00
6732,0,-24,0.00,0.00
